"sentence","label","tokens"
"It doesn't need to be expensive. I don't play high-spec games anymore. I need it to be a good screen with a good keyboard for my transcription job, but, apart from that, I don't have unusual needs. It definitely can't be a Mac though. I need a Microsoft laptop.",2,"it|doesn|need|to|be|expensive|don|play|high|spec|games|anymore|need|it|to|be|good|screen|with|good|keyboard|for|my|transcription|job|but|apart|from|that|don|have|unusual|needs|it|definitely|can|be|mac|though|need|microsoft|laptop"
"I prefer Insulation Type: This key component of your jacket determines how well it retains warmth and handles wet conditions, as well as how small it will pack.",2,"prefer|insulation|type|this|key|component|of|your|jacket|determines|how|well|it|retains|warmth|and|handles|wet|conditions|as|well|as|how|small|it|will|pack"
"A parka. It's a versatile jacket that can be worn especially when it's raining. It's light and easy to dry off.",2,"parka|it|versatile|jacket|that|can|be|worn|especially|when|it|raining|it|light|and|easy|to|dry|off"
"I need a good winter coat that keeps me warm on the school run with a hood. I usually buy neutral colours as they go with everything. ",2,"need|good|winter|coat|that|keeps|me|warm|on|the|school|run|with|hood|usually|buy|neutral|colours|as|they|go|with|everything"
"I will buy a different jacket, but not the same as the one I lost. I will probably browse the internet, catalogues and shops to decide what jacket would suit me and what would be practical to wear on a daily basis. I will probably buy a blazer, maybe a linen one.",2,"will|buy|different|jacket|but|not|the|same|as|the|one|lost|will|probably|browse|the|internet|catalogues|and|shops|to|decide|what|jacket|would|suit|me|and|what|would|be|practical|to|wear|on|daily|basis|will|probably|buy|blazer|maybe|linen|one"
"I would like a laptop that has at least 8GB of RAM and doesn't weigh too much if possible. A touchscreen would be preferred as well as a screen that can swivel all the way around to become a tablet. If it had multiple USB ports that would be beneficial to have too. Color is of least importance and I would be fine with most designs/shapes as well.",2,"would|like|laptop|that|has|at|least|gb|of|ram|and|doesn|weigh|too|much|if|possible|touchscreen|would|be|preferred|as|well|as|screen|that|can|swivel|all|the|way|around|to|become|tablet|if|it|had|multiple|usb|ports|that|would|be|beneficial|to|have|too|color|is|of|least|importance|and|would|be|fine|with|most|designs|shapes|as|well"
"i would want a laptop that charges quickly and is able to retain its battery for a long period of time. i should also be able to download any extra software i need to be able to do my work. it should also be lightweight because i travel with my laptop so much and small in size to fit my bag",2,"would|want|laptop|that|charges|quickly|and|is|able|to|retain|its|battery|for|long|period|of|time|should|also|be|able|to|download|any|extra|software|need|to|be|able|to|do|my|work|it|should|also|be|lightweight|because|travel|with|my|laptop|so|much|and|small|in|size|to|fit|my|bag"
"I am planning to buy the most powerful laptop in the world. It will have i9 central processor unit ( CPU )
and two graphics cards. it will be state of the art so it will come straight from DELL because i trust them the most. My Ram would be 16gb which is very fast.",2,"am|planning|to|buy|the|most|powerful|laptop|in|the|world|it|will|have|central|processor|unit|cpu|and|two|graphics|cards|it|will|be|state|of|the|art|so|it|will|come|straight|from|dell|because|trust|them|the|most|my|ram|would|be|gb|which|is|very|fast"
"Looks like older one. But it will be trendy and fashionable.",2,"looks|like|older|one|but|it|will|be|trendy|and|fashionable"
"Something that would be thick and cosy, ideally neutral in colour so that it could go with most outfits. And would definitely need to have pockets.",2,"something|that|would|be|thick|and|cosy|ideally|neutral|in|colour|so|that|it|could|go|with|most|outfits|and|would|definitely|need|to|have|pockets"
"i really want a long trench coat, maybe viynl (dunno how you spell it) or just a plain nude one to go with more outfits",2,"really|want|long|trench|coat|maybe|viynl|dunno|how|you|spell|it|or|just|plain|nude|one|to|go|with|more|outfits"
"a north face waterproof, probably in a colour that shows out. ",2,"north|face|waterproof|probably|in|colour|that|shows|out"
"A light beige/cream coloured corduroy shirt/jacket that is slightly oversized, with small beige buttons down the centre and on the sleeves so they are able to be rolled up slightly due to the jacket being oversized. Would be a light jacket so suitable for wearing in spring and on summer evenings, however due to its slightly oversized nature, it would be able to be layered on top of jumpers/hoodies in order to make it suitable for colder months.",2,"light|beige|cream|coloured|corduroy|shirt|jacket|that|is|slightly|oversized|with|small|beige|buttons|down|the|centre|and|on|the|sleeves|so|they|are|able|to|be|rolled|up|slightly|due|to|the|jacket|being|oversized|would|be|light|jacket|so|suitable|for|wearing|in|spring|and|on|summer|evenings|however|due|to|its|slightly|oversized|nature|it|would|be|able|to|be|layered|on|top|of|jumpers|hoodies|in|order|to|make|it|suitable|for|colder|months"
"I am thinking about a Macbook, as I need something reliable ",2,"am|thinking|about|macbook|as|need|something|reliable"
"I need to get a new laptop I don't mind what make it is as long as it is fast and I can use it to work from home. Preferably not too big with good memory and battery life.",2,"need|to|get|new|laptop|don|mind|what|make|it|is|as|long|as|it|is|fast|and|can|use|it|to|work|from|home|preferably|not|too|big|with|good|memory|and|battery|life"
"I am going to buy a Dell Inspiron.Its got great reviews. Its portable and light looks good. Has windows 10 and plenty of RAM. iTs good value and its easy to set up",2,"am|going|to|buy|dell|inspiron|its|got|great|reviews|its|portable|and|light|looks|good|has|windows|and|plenty|of|ram|its|good|value|and|its|easy|to|set|up"
"I would do thorough research to attempt to find a laptop that is not manufactured in China as I am now boycotting that country as I believe it's time to bring back manufacturing to other countries to provide work opportunities to locals and also, we need to be kinder to the planet and not buy goods from abroad.",2,"would|do|thorough|research|to|attempt|to|find|laptop|that|is|not|manufactured|in|china|as|am|now|boycotting|that|country|as|believe|it|time|to|bring|back|manufacturing|to|other|countries|to|provide|work|opportunities|to|locals|and|also|we|need|to|be|kinder|to|the|planet|and|not|buy|goods|from|abroad"
"The jacket should be a medium sized, white jacket made out of a soft cotton-like material, preferrably with a large over-hanging hood with some kind of design on it, most likely in black. I want the jackets sleeves to be slightly long and baggy with a bit of elastic at the end to tighten down on the wrist area.",2,"the|jacket|should|be|medium|sized|white|jacket|made|out|of|soft|cotton|like|material|preferrably|with|large|over|hanging|hood|with|some|kind|of|design|on|it|most|likely|in|black|want|the|jackets|sleeves|to|be|slightly|long|and|baggy|with|bit|of|elastic|at|the|end|to|tighten|down|on|the|wrist|area"
"a black hip length calf leather biker style jacket.  Zip front with gold fixings and hardware.  The leather should be very soft and the jacket must have comfortable side pockets that sit at the correct height.  Internal pockets would also be needed and the jacket must be fully lined.",2,"black|hip|length|calf|leather|biker|style|jacket|zip|front|with|gold|fixings|and|hardware|the|leather|should|be|very|soft|and|the|jacket|must|have|comfortable|side|pockets|that|sit|at|the|correct|height|internal|pockets|would|also|be|needed|and|the|jacket|must|be|fully|lined"
" A dark coloured light weight waterproof jacket for everyday use with a detachable hood for light showers that would go with everything, mid length with zip and to be showerproof.",2,"dark|coloured|light|weight|waterproof|jacket|for|everyday|use|with|detachable|hood|for|light|showers|that|would|go|with|everything|mid|length|with|zip|and|to|be|showerproof"
"I am looking for a mid-priced laptop (max budget £400) with at least two USB ports, low weight and a slim profile.",2,"am|looking|for|mid|priced|laptop|max|budget|with|at|least|two|usb|ports|low|weight|and|slim|profile"
"ONE THAT IS OF 2 COLORS ALREADY BE WHITE AND BLUE OR RED AND BLACK FOR THE COLD AND THAT HAS POCKETS TO PLAY OBJECTS WITH THE CELL AND KEYS
",2,"one|that|is|of|colors|already|be|white|and|blue|or|red|and|black|for|the|cold|and|that|has|pockets|to|play|objects|with|the|cell|and|keys"
"A brown suede jacket with a white faux fur collar. Medium length. Big deep pockets.",2,"brown|suede|jacket|with|white|faux|fur|collar|medium|length|big|deep|pockets"
"I would want something thin but powerful. Probably a Razer or Dell brand laptop so that it could handle my gaming on it. A 15"" laptop screen would be good because I am no longer a student and don't have to walk around with my computer on campus anymore, so it being heavier matters less and I'd rather have the larger screen.",2,"would|want|something|thin|but|powerful|probably|razer|or|dell|brand|laptop|so|that|it|could|handle|my|gaming|on|it|laptop|screen|would|be|good|because|am|no|longer|student|and|don|have|to|walk|around|with|my|computer|on|campus|anymore|so|it|being|heavier|matters|less|and|rather|have|the|larger|screen"
"I would get something that works for both spring and fall. Maybe with a zip out liner. It would need to be waterproof. ",2,"would|get|something|that|works|for|both|spring|and|fall|maybe|with|zip|out|liner|it|would|need|to|be|waterproof"
"I am going to buy a 15 inch Asus laptop in black with a touch screen.",2,"am|going|to|buy|inch|asus|laptop|in|black|with|touch|screen"
"I would Like to own a new asus top of the range or an Apple I don't mind either.  However as long as it operates quickly and effectively I'm open to many brands and has good reviews ",2,"would|like|to|own|new|asus|top|of|the|range|or|an|apple|don|mind|either|however|as|long|as|it|operates|quickly|and|effectively|open|to|many|brands|and|has|good|reviews"
"I was really annoyed when I lost my jacket but I have shopped around and have found a similar jacket that I like and plan to buy that one to replace the jacket I lost. ",2,"was|really|annoyed|when|lost|my|jacket|but|have|shopped|around|and|have|found|similar|jacket|that|like|and|plan|to|buy|that|one|to|replace|the|jacket|lost"
