ID|domain|text|USER_age|USER_gender|USER_domain_knowledge|KEYFACTS_annotator1|KEYFACTS_annotator2|KEYFACTS_annotator3|KEYFACTS_annotator4|KEYFACTS_annotation_by_2|KEYFACTS_IAA|KEYFACTS_segments|VAGUE_annotator1|VAGUE_annotator2|VAGUE_annotator3|VAGUE_annotator4|VAGUE_annotation_by_2|VAGUE_IAA|
705|jacket|It needs to fit me well. Of good quality. Affordable. The style needs to suit my daily life. Easy to care for, i.e. to clean and to store. It would be even better if there are some practical design.|26|female|5|[['fit', 12], ['me', 16], ['well', 19], ['good', 28], ['quality', 33], ['affordable', 42], ['style', 58], ['needs', 64], ['to', 70], ['suit', 73], ['my', 78], ['daily', 81], ['life', 87], ['easy', 93], ['to', 98], ['care', 101], ['for', 106], ['practical', 181], ['design', 191]]|[['fit', 12], ['me', 16], ['well', 19], ['good', 28], ['quality', 33], ['affordable', 42], ['style', 58], ['daily', 81], ['life', 87], ['easy', 93], ['to', 98], ['care', 101], ['for', 106], ['clean', 119], ['store', 132], ['practical', 181], ['design', 191]]|[['fit', 12], ['me', 16], ['well', 19], ['good', 28], ['quality', 33], ['style', 58], ['to', 70], ['suit', 73], ['my', 78], ['daily', 81], ['life', 87], ['easy', 93], ['to', 98], ['care', 101], ['for', 106], ['i', 111], ['e', 113], ['to', 116], ['clean', 119], ['and', 125], ['to', 129], ['store', 132], ['some', 176], ['practical', 181], ['design', 191]]||[['fit', 12], ['me', 16], ['well', 19], ['good', 28], ['quality', 33], ['affordable', 42], ['style', 58], ['to', 70], ['suit', 73], ['my', 78], ['daily', 81], ['life', 87], ['easy', 93], ['to', 98], ['care', 101], ['for', 106], ['clean', 119], ['store', 132], ['practical', 181], ['design', 191]]|0.5701583773270353|['fit me well', 'good quality', 'affordable', 'style to suit my daily life', 'easy to care for', 'clean', 'store', 'practical design']|||||||
706|jacket|I will buy a jacket which is quilted and warm, fit down to my waist, blue in colour and light weight to wear.|49|male|4|[['quilted', 29], ['warm', 41], ['fit', 47], ['down', 51], ['to', 56], ['my', 59], ['waist', 62], ['blue', 69], ['colour', 77], ['light', 88], ['weight', 94]]|[['quilted', 29], ['warm', 41], ['down', 51], ['to', 56], ['my', 59], ['waist', 62], ['blue', 69], ['colour', 77], ['light', 88], ['weight', 94]]|[['quilted', 29], ['warm', 41], ['fit', 47], ['down', 51], ['to', 56], ['my', 59], ['waist', 62], ['blue', 69], ['in', 74], ['colour', 77], ['light', 88], ['weight', 94]]||[['quilted', 29], ['warm', 41], ['fit', 47], ['down', 51], ['to', 56], ['my', 59], ['waist', 62], ['blue', 69], ['colour', 77], ['light', 88], ['weight', 94]]|0.8855218855218855|['quilted', 'warm', 'fit down to my waist', 'blue colour', 'light weight']|||||||
707|jacket|I would look for a jacket that is in a color that goes with a lot of things such as dark blue. I could be a pullover or a zip-up type. I should be made of a nice soft, washable material. |55|female|6|[['color', 39], ['that', 45], ['goes', 50], ['with', 55], ['a', 60], ['lot', 62], ['of', 66], ['things', 69], ['dark', 84], ['blue', 89], ['pullover', 108], ['zip', 122], ['up', 126], ['type', 129], ['nice', 157], ['soft', 162], ['washable', 168], ['material', 177]]|[['color', 39], ['goes', 50], ['with', 55], ['a', 60], ['lot', 62], ['of', 66], ['things', 69], ['dark', 84], ['blue', 89], ['pullover', 108], ['zip', 122], ['up', 126], ['type', 129], ['nice', 157], ['soft', 162], ['washable', 168], ['material', 177]]|[['a', 37], ['color', 39], ['that', 45], ['goes', 50], ['with', 55], ['a', 60], ['lot', 62], ['of', 66], ['things', 69], ['such', 76], ['as', 81], ['dark', 84], ['blue', 89], ['pullover', 108], ['zip', 122], ['up', 126], ['type', 129], ['soft', 162], ['washable', 168], ['material', 177]]||[['color', 39], ['that', 45], ['goes', 50], ['with', 55], ['a', 60], ['lot', 62], ['of', 66], ['things', 69], ['dark', 84], ['blue', 89], ['pullover', 108], ['zip', 122], ['up', 126], ['type', 129], ['nice', 157], ['soft', 162], ['washable', 168], ['material', 177]]|0.8399487836107554|['color that goes with a lot of things', 'dark blue', 'pullover zip-up type', 'nice soft', 'washable material ']|||||||
708|jacket|A very warm but breathable not to heavy jacket preferred with detachable hood and even zip out linning body warmer most probably go to outdoor clothing store|48|male|5|[['very', 2], ['warm', 7], ['breathable', 16], ['to', 31], ['heavy', 34], ['detachable', 62], ['hood', 73], ['even', 82], ['zip', 87], ['out', 91], ['linning', 95], ['body', 103], ['warmer', 108], ['outdoor', 135], ['clothing', 143]]|[['very', 2], ['warm', 7], ['breathable', 16], ['to', 31], ['heavy', 34], ['detachable', 62], ['hood', 73], ['zip', 87], ['out', 91], ['linning', 95], ['body', 103], ['warmer', 108], ['outdoor', 135], ['clothing', 143]]|[['warm', 7], ['breathable', 16], ['to', 31], ['heavy', 34], ['detachable', 62], ['hood', 73], ['zip', 87], ['out', 91], ['linning', 95], ['body', 103], ['warmer', 108]]||[['very', 2], ['warm', 7], ['breathable', 16], ['to', 31], ['heavy', 34], ['detachable', 62], ['hood', 73], ['zip', 87], ['out', 91], ['linning', 95], ['body', 103], ['warmer', 108], ['outdoor', 135], ['clothing', 143]]|0.8048780487804879|['very warm', 'breathable', 'to heavy', 'detachable hood', 'zip out linning body warmer', 'outdoor clothing']|||||||
709|jacket|Right now, I would like a trench coat. I would like it to be mid-calf, double breasted, and preferably in an olive green colour. Ideally it would be storm proof, and also have a belt. |36|female|6|[['trench', 26], ['coat', 33], ['mid', 61], ['calf', 65], ['double', 71], ['breasted', 78], ['olive', 109], ['green', 115], ['colour', 121], ['storm', 149], ['proof', 155], ['belt', 178]]|[['trench', 26], ['coat', 33], ['mid', 61], ['calf', 65], ['double', 71], ['breasted', 78], ['olive', 109], ['green', 115], ['colour', 121], ['storm', 149], ['proof', 155], ['belt', 178]]|[['trench', 26], ['coat', 33], ['mid', 61], ['calf', 65], ['double', 71], ['breasted', 78], ['olive', 109], ['green', 115], ['colour', 121], ['storm', 149], ['proof', 155]]||[['trench', 26], ['coat', 33], ['mid', 61], ['calf', 65], ['double', 71], ['breasted', 78], ['olive', 109], ['green', 115], ['colour', 121], ['storm', 149], ['proof', 155], ['belt', 178]]|0.9581213307240705|['trench coat', 'mid-calf', 'double breasted', 'olive green colour', 'storm proof', 'belt ']|||||||
710|jacket|I want to purchase a new jacket that is similar to my old one that I lost. I want it to have the same colors and feel similar when I wear it. I miss my old jacket and regret losing it.|23|male|4|[]|[]|[]||[]|1.0|['']|||||||
711|jacket|I would buy a rain proof jacket that is stylish and fashionable but very practical|32|female|5|[['rain', 14], ['proof', 19], ['stylish', 40], ['fashionable', 52], ['very', 68], ['practical', 73]]|[['rain', 14], ['proof', 19], ['stylish', 40], ['fashionable', 52], ['practical', 73]]|[['rain', 14], ['proof', 19], ['stylish', 40], ['fashionable', 52], ['very', 68], ['practical', 73]]||[['rain', 14], ['proof', 19], ['stylish', 40], ['fashionable', 52], ['very', 68], ['practical', 73]]|0.907563025210084|['rain proof', 'stylish', 'fashionable', 'very practical']|||||||
712|jacket|I would buy an oversized jean jacket, either lightwash or dark but not blue denim. It would be slightly distressed and have long sleeves. |22|female|6|[['oversized', 15], ['jean', 25], ['lightwash', 45], ['dark', 58], ['blue', 71], ['denim', 76], ['slightly', 95], ['distressed', 104], ['long', 124], ['sleeves', 129]]|[['oversized', 15], ['jean', 25], ['lightwash', 45], ['dark', 58], ['blue', 71], ['denim', 76], ['slightly', 95], ['distressed', 104], ['long', 124], ['sleeves', 129]]|[['oversized', 15], ['jean', 25], ['lightwash', 45], ['dark', 58], ['blue', 71], ['denim', 76], ['slightly', 95], ['distressed', 104], ['long', 124], ['sleeves', 129]]||[['oversized', 15], ['jean', 25], ['lightwash', 45], ['dark', 58], ['blue', 71], ['denim', 76], ['slightly', 95], ['distressed', 104], ['long', 124], ['sleeves', 129]]|1.0|['oversized', 'jean', 'lightwash', 'dark', 'blue denim', 'slightly distressed', 'long sleeves ']|||||||
713|jacket|I'm planning to buy a neutral colored jacket maybe gray or black. The jacket will be warm enough to wear in cooler temperatures. The jacket will be lightweight and waterproof. It needs to be comfortable and not bulky.|47|female|4|[['neutral', 22], ['colored', 30], ['gray', 51], ['black', 59], ['warm', 85], ['lightweight', 148], ['waterproof', 164], ['comfortable', 191], ['bulky', 211]]|[['neutral', 22], ['colored', 30], ['gray', 51], ['black', 59], ['warm', 85], ['enough', 90], ['to', 97], ['wear', 100], ['in', 105], ['cooler', 108], ['temperatures', 115], ['lightweight', 148], ['waterproof', 164], ['comfortable', 191], ['bulky', 211]]|[['neutral', 22], ['colored', 30], ['gray', 51], ['black', 59], ['warm', 85], ['cooler', 108], ['temperatures', 115], ['lightweight', 148], ['waterproof', 164], ['comfortable', 191], ['bulky', 211]]||[['neutral', 22], ['colored', 30], ['gray', 51], ['black', 59], ['warm', 85], ['cooler', 108], ['temperatures', 115], ['lightweight', 148], ['waterproof', 164], ['comfortable', 191], ['bulky', 211]]|0.7574912891986063|['neutral colored', 'gray', 'black', 'warm', 'cooler temperatures', 'lightweight', 'waterproof', 'comfortable', 'bulky']|||||||
714|jacket|I want a warm comfy jacket, either leather or Minnesota flannel or something like that.|22|female|2|[['warm', 9], ['comfy', 14], ['leather', 35], ['minnesota', 46], ['flannel', 56]]|[['warm', 9], ['comfy', 14], ['leather', 35], ['minnesota', 46], ['flannel', 56]]|[['warm', 9], ['comfy', 14], ['leather', 35], ['minnesota', 46], ['flannel', 56]]||[['warm', 9], ['comfy', 14], ['leather', 35], ['minnesota', 46], ['flannel', 56]]|1.0|['warm', 'comfy', 'leather', 'Minnesota flannel']|||||||
715|jacket|A navy blue puffer jacket which covers my bum and has a fur lined hood.  It also has a gold zip & fleece lined pockets|34|female|5|[['navy', 2], ['blue', 7], ['puffer', 12], ['covers', 32], ['my', 39], ['bum', 42], ['fur', 56], ['lined', 60], ['hood', 66], ['gold', 87], ['zip', 92], ['fleece', 98], ['lined', 105], ['pockets', 111]]|[['navy', 2], ['blue', 7], ['puffer', 12], ['covers', 32], ['my', 39], ['bum', 42], ['fur', 56], ['lined', 60], ['hood', 66], ['gold', 87], ['zip', 92], ['fleece', 98], ['lined', 105], ['pockets', 111]]|[['navy', 2], ['blue', 7], ['puffer', 12], ['fur', 56], ['lined', 60], ['hood', 66], ['gold', 87], ['zip', 92], ['fleece', 98], ['lined', 105], ['pockets', 111]]||[['navy', 2], ['blue', 7], ['puffer', 12], ['covers', 32], ['my', 39], ['bum', 42], ['fur', 56], ['lined', 60], ['hood', 66], ['gold', 87], ['zip', 92], ['fleece', 98], ['lined', 105], ['pockets', 111]]|0.8344988344988344|['navy blue', 'puffer', 'covers my bum', 'fur lined hood', 'gold zip', 'fleece lined pockets']|||||||
716|jacket|I would probably go to TJ Maxx and pick out another fleece jacket. It wouldn't need to be the same brand. |38|female|3|[['tj', 23], ['maxx', 26], ['fleece', 52]]|[['tj', 23], ['maxx', 26], ['fleece', 52], ['brand', 99]]|[['tj', 23], ['maxx', 26], ['fleece', 52], ['brand', 99]]||[['tj', 23], ['maxx', 26], ['fleece', 52], ['brand', 99]]|0.8925619834710744|['TJ Maxx', 'fleece', 'brand ']|||||||
717|jacket|The jacket would be made out of denim and embroidered with beautiful flowers across the back and some on the front of the jacket.  The jacket would be cropped just above the waist with long sleeves. |53|female|6|[['denim', 32], ['embroidered', 42], ['with', 54], ['beautiful', 59], ['flowers', 69], ['across', 77], ['the', 84], ['back', 88], ['some', 97], ['on', 102], ['the', 105], ['front', 109], ['cropped', 151], ['just', 159], ['above', 164], ['the', 170], ['waist', 174], ['long', 185], ['sleeves', 190]]|[['denim', 32], ['embroidered', 42], ['beautiful', 59], ['flowers', 69], ['across', 77], ['the', 84], ['back', 88], ['some', 97], ['on', 102], ['the', 105], ['front', 109], ['cropped', 151], ['just', 159], ['above', 164], ['the', 170], ['waist', 174], ['long', 185], ['sleeves', 190]]|[['denim', 32], ['beautiful', 59], ['flowers', 69], ['across', 77], ['the', 84], ['back', 88], ['some', 97], ['on', 102], ['the', 105], ['front', 109], ['of', 115], ['the', 118], ['jacket', 122], ['cropped', 151], ['just', 159], ['above', 164], ['the', 170], ['waist', 174], ['long', 185], ['sleeves', 190]]||[['denim', 32], ['embroidered', 42], ['beautiful', 59], ['flowers', 69], ['across', 77], ['the', 84], ['back', 88], ['some', 97], ['on', 102], ['the', 105], ['front', 109], ['cropped', 151], ['just', 159], ['above', 164], ['the', 170], ['waist', 174], ['long', 185], ['sleeves', 190]]|0.8159614723082216|['denim', 'embroidered beautiful flowers across the back some on the front of the jacket', 'cropped just above the waist', 'long sleeves ']|||||||
718|jacket|I would want to replace it with a similar style coat to what I currently wear.  A black or grey trench coat with a removable insulated lining, something long enough to reach my knees and waterproof.  Pockets are a must, they must be deep enough to store my gloves, hat and other items.  It has to be warm, but without the lining thin enough to not be uncomfortable during warmer wet weather.|34|male|3|[['style', 42], ['coat', 48], ['black', 82], ['grey', 91], ['trench', 96], ['coat', 103], ['removable', 115], ['insulated', 125], ['lining', 135], ['long', 153], ['enough', 158], ['to', 165], ['reach', 168], ['my', 174], ['knees', 177], ['waterproof', 187], ['pockets', 200], ['deep', 233], ['warm', 300], ['the', 318], ['lining', 322]]|[['black', 82], ['grey', 91], ['trench', 96], ['coat', 103], ['removable', 115], ['insulated', 125], ['lining', 135], ['long', 153], ['enough', 158], ['to', 165], ['reach', 168], ['my', 174], ['knees', 177], ['waterproof', 187], ['pockets', 200], ['deep', 233], ['enough', 238], ['warm', 300], ['uncomfortable', 351], ['during', 365], ['warmer', 372], ['wet', 379], ['weather', 383]]|[['black', 82], ['or', 88], ['grey', 91], ['trench', 96], ['coat', 103], ['removable', 115], ['insulated', 125], ['lining', 135], ['long', 153], ['enough', 158], ['to', 165], ['reach', 168], ['my', 174], ['knees', 177], ['waterproof', 187], ['pockets', 200], ['deep', 233], ['enough', 238], ['to', 245], ['store', 248], ['my', 254], ['gloves', 257], ['warm', 300], ['without', 310], ['the', 318], ['lining', 322], ['thin', 329], ['enough', 334], ['to', 341], ['not', 344], ['be', 348], ['uncomfortable', 351], ['during', 365], ['warmer', 372], ['wet', 379], ['weather', 383]]||[['black', 82], ['grey', 91], ['trench', 96], ['coat', 103], ['removable', 115], ['insulated', 125], ['lining', 135], ['long', 153], ['enough', 158], ['to', 165], ['reach', 168], ['my', 174], ['knees', 177], ['waterproof', 187], ['pockets', 200], ['deep', 233], ['enough', 238], ['warm', 300], ['the', 318], ['lining', 322], ['uncomfortable', 351], ['during', 365], ['warmer', 372], ['wet', 379], ['weather', 383]]|0.5850183823529411|['black', 'grey', 'trench coat', 'removable insulated lining', 'long enough to reach my knees', 'waterproof', 'pockets deep enough', 'warm', 'the lining', 'uncomfortable during warmer wet weather']|||||||
719|jacket|I would like it to have a hood because it rains a lot.  I'd like it to cover my butt because I get cold!  I would like it to be quite lightweight, but still warm.  Probably a neutral colour.|40|female|4|[['hood', 26], ['cover', 71], ['my', 77], ['butt', 80], ['quite', 128], ['lightweight', 134], ['warm', 157], ['neutral', 175], ['colour', 183]]|[['a', 24], ['hood', 26], ['cover', 71], ['my', 77], ['butt', 80], ['quite', 128], ['lightweight', 134], ['warm', 157], ['neutral', 175], ['colour', 183]]|[['hood', 26], ['like', 60], ['it', 65], ['to', 68], ['cover', 71], ['my', 77], ['butt', 80], ['lightweight', 134], ['warm', 157], ['neutral', 175], ['colour', 183]]||[['hood', 26], ['cover', 71], ['my', 77], ['butt', 80], ['quite', 128], ['lightweight', 134], ['warm', 157], ['neutral', 175], ['colour', 183]]|0.7796296296296297|['hood', 'cover my butt', 'quite lightweight', 'warm', 'neutral colour']|||||||
720|jacket|I liked that jacket and l wore it most days to go out shopping or even out for lunch ..l would like to stick to the same make but maybe get a different colour .similar style  .maybe look online  and see if there's a sale on somewhere .|64|female|1|[['go', 47], ['out', 50], ['shopping', 54], ['even', 66], ['out', 71], ['for', 75], ['lunch', 79]]|[['to', 44], ['go', 47], ['out', 50], ['shopping', 54], ['out', 71], ['for', 75], ['lunch', 79], ['sale', 216]]|[]||[['go', 47], ['out', 50], ['shopping', 54], ['out', 71], ['for', 75], ['lunch', 79]]|0.33488372093023255|['go out shopping', 'out for lunch']|||||||
